# t_us_pico,raw,volt
9384031,33688,1.6964
9388033,32567,1.6399
9392035,32055,1.6141
9396033,33656,1.6947
9400035,35864,1.8059
9404031,37305,1.8785
9408037,37881,1.9075
9412037,39913,2.0098
9416034,44442,2.2379
9420035,48971,2.4659
9424036,51804,2.6086
9428035,52716,2.6545
9432035,53389,2.6884
9436038,55453,2.7923
9440034,57213,2.8809
9444035,56733,2.8568
9448035,55757,2.8076
9452033,56189,2.8294
9456031,57870,2.9140
9460032,58798,2.9608
9464035,56461,2.8431
9468030,52780,2.6577
9472031,49868,2.5111
9476033,48747,2.4546
9480035,47483,2.3910
9484034,44906,2.2612
9488035,41002,2.0646
9492031,36921,1.8591
9496031,33848,1.7044
9500031,31463,1.5843
9504035,28390,1.4296
9508031,24630,1.2402
9512033,23109,1.1636
9516031,23077,1.1620
9520036,24069,1.2120
9524031,23957,1.2063
9528031,22629,1.1395
9532032,21829,1.0992
9536036,23061,1.1612
9540038,24261,1.2217
9544034,23429,1.1798
9548036,21909,1.1032
9552037,21093,1.0621
9556030,21989,1.1073
9560032,23109,1.1636
9564028,22997,1.1580
9568036,21333,1.0742
9572036,20533,1.0339
9576029,21381,1.0766
9580035,22389,1.1274
9584030,22293,1.1226
9588033,20565,1.0355
9592032,19684,0.9912
9596035,20949,1.0549
9600032,21733,1.0944
9604035,21589,1.0871
9608030,19908,1.0025
9612037,19220,0.9678
9616033,20180,1.0162
9620036,21317,1.0734
9624035,20517,1.0331
9628031,18948,0.9541
9632031,18404,0.9267
9636030,19620,0.9880
9640030,21221,1.0686
9644038,20949,1.0549
9648036,19652,0.9896
9652034,19204,0.9670
9656033,20597,1.0372
9660038,22197,1.1177
9664034,22277,1.1218
9668032,22053,1.1105
9672033,22101,1.1129
9676030,23893,1.2031
9680035,25926,1.3055
9684031,26470,1.3329
9688032,26326,1.3256
9692038,26502,1.3345
9696031,29223,1.4715
9700031,31015,1.5618
9704030,31287,1.5754
9708031,29943,1.5078
9712034,29463,1.4836
9716038,30983,1.5601
9720035,32487,1.6359
9724032,32295,1.6262
9728034,31447,1.5835
9732031,30999,1.5609
9736030,32231,1.6230
9740033,33560,1.6899
9744035,33288,1.6762
9748030,31911,1.6069
9752031,31319,1.5771
9756029,32727,1.6480
9760034,33800,1.7020
9764033,33432,1.6835
9768033,31927,1.6077
9772035,31223,1.5722
9776033,32263,1.6246
9780034,33432,1.6835
9784036,33208,1.6722
9788037,31975,1.6101
9792038,31191,1.5706
9796031,32808,1.6520
9800031,33944,1.7092
9804034,33528,1.6883
9808036,31703,1.5964
9812034,31143,1.5682
9816030,32311,1.6270
9820034,33928,1.7084
9824030,33080,1.6657
9828033,31687,1.5956
9832031,31287,1.5754
9836031,32647,1.6439
9840035,33928,1.7084
9844034,33416,1.6827
9848034,31991,1.6109
9852033,31303,1.5763
9856031,32375,1.6302
9860033,33992,1.7117
9864035,33576,1.6907
9868032,32151,1.6190
9872032,31639,1.5932
9876031,32583,1.6407
9880033,34056,1.7149
9884031,33400,1.6818
9888036,32135,1.6182
9892035,31879,1.6053
9896033,32984,1.6609
9900036,33944,1.7092
9904030,33672,1.6955
9908036,32263,1.6246
9912036,31719,1.5972
9916036,32984,1.6609
9920033,34312,1.7278
9924035,34152,1.7197
9928032,32631,1.6431
9932033,32039,1.6133
9936036,33256,1.6746
9940029,34568,1.7407
9944031,34024,1.7133
9948030,32583,1.6407
9952037,32103,1.6165
9956031,33368,1.6802
9960034,35000,1.7624
9964034,34168,1.7205
9968035,32647,1.6439
9972035,32631,1.6431
9976033,33768,1.7004
9980035,34824,1.7536
9984029,34264,1.7254
9988029,32727,1.6480
9992035,32247,1.6238
9996031,33384,1.6810
10000031,34664,1.7455
10004035,34312,1.7278
10008034,33048,1.6641
10012034,32359,1.6294
10016032,33512,1.6875
10020030,34952,1.7600
10024033,34568,1.7407
10028031,33272,1.6754
10032030,32423,1.6327
10036028,33576,1.6907
10040033,34824,1.7536
10044032,34472,1.7358
10048031,33112,1.6673
10052030,32567,1.6399
10056036,33560,1.6899
10060032,34792,1.7519
10064031,34488,1.7366
10068033,33208,1.6722
10072035,32743,1.6488
10076031,34184,1.7213
10080032,35240,1.7745
10084032,34584,1.7415
10088034,33528,1.6883
10092032,32920,1.6577
10096034,34120,1.7181
10100034,35352,1.7801
10104035,34744,1.7495
10108037,33352,1.6794
10112036,32904,1.6569
10116036,34024,1.7133
10120035,35016,1.7632
10124036,34664,1.7455
10128035,33432,1.6835
10132031,33032,1.6633
10136031,34168,1.7205
10140037,35320,1.7785
10144032,34568,1.7407
10148032,33144,1.6690
10152036,32711,1.6472
10156032,34104,1.7173
10160031,35224,1.7737
10164034,34360,1.7302
10168038,32808,1.6520
10172033,32327,1.6278
10176031,33672,1.6955
10180032,34760,1.7503
10184031,34216,1.7229
10188037,32727,1.6480
10192035,32247,1.6238
10196030,33592,1.6915
10200036,34536,1.7391
10204033,33976,1.7109
10208035,32727,1.6480
10212037,32167,1.6198
10216036,33640,1.6939
10220032,34904,1.7576
10224034,34264,1.7254
10228029,32952,1.6593
10232030,32247,1.6238
10236035,33416,1.6827
10240029,34872,1.7560
10244035,33928,1.7084
10248030,32727,1.6480
10252037,32039,1.6133
10256032,33176,1.6706
10260034,34600,1.7423
10264036,34104,1.7173
10268036,32423,1.6327
10272035,31815,1.6020
10276038,32984,1.6609
10280033,34088,1.7165
10284030,33464,1.6851
10288034,32151,1.6190
10292032,31799,1.6012
10296030,33000,1.6617
10300035,34424,1.7334
10304031,33592,1.6915
10308035,32263,1.6246
10312033,32231,1.6230
10316032,33080,1.6657
10320037,34216,1.7229
10324037,33736,1.6988
10328037,32327,1.6278
10332031,31959,1.6093
10336034,33064,1.6649
10340036,34232,1.7237
10344034,33704,1.6972
10348035,32423,1.6327
10352032,31927,1.6077
10356034,33112,1.6673
10360030,34216,1.7229
10364035,33736,1.6988
10368032,32391,1.6310
10372032,31895,1.6061
10376032,33192,1.6714
10380034,34264,1.7254
10384038,33624,1.6931
10388034,32231,1.6230
10392036,32103,1.6165
10396035,33192,1.6714
10400033,34424,1.7334
10404030,33640,1.6939
10408033,32311,1.6270
10412032,31719,1.5972
10416033,33016,1.6625
10420036,34472,1.7358
10424032,33800,1.7020
10428035,32455,1.6343
10432034,32023,1.6125
10436035,33096,1.6665
10440035,34408,1.7326
10444030,33608,1.6923
10448036,32295,1.6262
10452032,31799,1.6012
10456035,32984,1.6609
10460033,34216,1.7229
10464035,33800,1.7020
10468031,32247,1.6238
10472030,32039,1.6133
10476031,32936,1.6585
10480030,34184,1.7213
10484036,33560,1.6899
10488032,32359,1.6294
10492031,31751,1.5988
10496031,33000,1.6617
10500037,34152,1.7197
10504036,33608,1.6923
10508032,32231,1.6230
10512032,31735,1.5980
10516035,32968,1.6601
10520036,34184,1.7213
10524033,33880,1.7060
10528032,33080,1.6657
10532033,32423,1.6327
10536033,33864,1.7052
10540037,35176,1.7713
10544032,34680,1.7463
10548035,33368,1.6802
10552033,33000,1.6617
10556029,34600,1.7423
10560032,35976,1.8116
10564038,35720,1.7987
10568036,34456,1.7350
10572036,34152,1.7197
10576037,35384,1.7818
10580037,36728,1.8494
10584034,36040,1.8148
10588033,34536,1.7391
10592031,33240,1.6738
10596036,33848,1.7044
10600034,34648,1.7447
10604035,33848,1.7044
10608035,31975,1.6101
10612030,31415,1.5819
10616035,32551,1.6391
10620036,34056,1.7149
10624027,33224,1.6730
10628030,31703,1.5964
10632031,31239,1.5730
10636032,32167,1.6198
10640035,33208,1.6722
10644034,32471,1.6351
10648033,31015,1.5618
10652033,30519,1.5368
10656033,31703,1.5964
10660033,32920,1.6577
10664032,32391,1.6310
10668030,31111,1.5666
10672033,30583,1.5400
10676034,31511,1.5867
10680034,32167,1.6198
10684037,30967,1.5593
10688034,29367,1.4788
10692035,29431,1.4820
10696031,31591,1.5908
10700038,34488,1.7366
10704031,36088,1.8172
10708035,37545,1.8906
10712035,39833,2.0058
10716031,43386,2.1847
10720034,45563,2.2943
10724035,44090,2.2201
10728029,39273,1.9776
10732036,35288,1.7769
10736034,33672,1.6955
10740032,32968,1.6601
10744036,31367,1.5795
10748033,29751,1.4981
10752033,29671,1.4941
10756033,31287,1.5754
10760032,32663,1.6447
10764033,32039,1.6133
10768035,30535,1.5376
10772036,30151,1.5182
10776035,31207,1.5714
10780032,32279,1.6254
10784033,31575,1.5900
10788030,30199,1.5207
10792028,29895,1.5054
10796036,31223,1.5722
10800032,32311,1.6270
10804034,31863,1.6045
10808034,30727,1.5473
10812035,30567,1.5392
10816033,31463,1.5843
10820029,32776,1.6504
10824031,32055,1.6141
10828029,30983,1.5601
10832038,30359,1.5287
10836032,31751,1.5988
10840032,33144,1.6690
10844034,32647,1.6439
10848034,31319,1.5771
10852033,31127,1.5674
10856034,32311,1.6270
10860037,33480,1.6859
10864036,33272,1.6754
10868035,31735,1.5980
10872032,31815,1.6020
10876033,32920,1.6577
10880034,34120,1.7181
10884037,33560,1.6899
10888035,32263,1.6246
10892030,32327,1.6278
10896037,33576,1.6907
10900034,34680,1.7463
10904032,34184,1.7213
10908029,33112,1.6673
10912032,32920,1.6577
10916035,33960,1.7100
10920030,35480,1.7866
10924035,35080,1.7664
10928030,33800,1.7020
10932031,33464,1.6851
10936034,34856,1.7552
10940037,36088,1.8172
10944032,35592,1.7922
10948031,34392,1.7318
10952037,33992,1.7117
10956031,35096,1.7673
10960035,36264,1.8261
10964034,35528,1.7890
10968033,33928,1.7084
10972031,33496,1.6867
10976036,34408,1.7326
10980032,35320,1.7785
10984033,34648,1.7447
10988032,33112,1.6673
10992032,32247,1.6238
10996032,33160,1.6698
11000035,34088,1.7165
11004034,33368,1.6802
11008033,31879,1.6053
11012036,31415,1.5819
11016030,32327,1.6278
11020031,33304,1.6770
11024032,32647,1.6439
11028035,31303,1.5763
11032032,31031,1.5626
11036036,32071,1.6149
11040031,33192,1.6714
11044031,32711,1.6472
11048037,31415,1.5819
11052035,30887,1.5553
11056032,31975,1.6101
11060030,33032,1.6633
11064030,32519,1.6375
11068036,31239,1.5730
11072033,30903,1.5561
11076037,32247,1.6238
11080037,33656,1.6947
11084033,32840,1.6537
11088033,31431,1.5827
11092033,30967,1.5593
11096030,32167,1.6198
11100032,33240,1.6738
11104030,32920,1.6577
11108030,31191,1.5706
11112036,31063,1.5642
11116033,32327,1.6278
11120037,33304,1.6770
11124033,32727,1.6480
11128037,31127,1.5674
11132032,30599,1.5408
11136036,31927,1.6077
11140030,33480,1.6859
11144029,32615,1.6423
11148036,31255,1.5738
11152030,30919,1.5569
11156032,32167,1.6198
11160035,33272,1.6754
11164032,32936,1.6585
11168039,31559,1.5891
11172034,30999,1.5609
11176035,32247,1.6238
11180031,33432,1.6835
11184035,32792,1.6512
11188034,31527,1.5875
11192033,31127,1.5674
11196033,32295,1.6262
11200034,33368,1.6802
11204032,32856,1.6545
11208034,31447,1.5835
11212033,30967,1.5593
11216032,32183,1.6206
11220034,33224,1.6730
11224038,32968,1.6601
11228036,31479,1.5851
11232036,31159,1.5690
11236037,32311,1.6270
11240034,33496,1.6867
11244035,32727,1.6480
11248034,31287,1.5754
11252031,30919,1.5569
11256035,32055,1.6141
11260035,33320,1.6778
11264034,32391,1.6310
11268033,31079,1.5650
11272037,30743,1.5481
11276034,32071,1.6149
11280034,33160,1.6698
11284033,32840,1.6537
11288031,31479,1.5851
11292035,30967,1.5593
11296031,32103,1.6165
11300037,33432,1.6835
11304034,32824,1.6528
11308037,31559,1.5891
11312030,30887,1.5553
11316034,32103,1.6165
11320036,33144,1.6690
11324029,32487,1.6359
11328034,31143,1.5682
11332036,30775,1.5497
11336032,32343,1.6286
11340030,33240,1.6738
11344035,32631,1.6431
11348032,31447,1.5835
11352031,31255,1.5738
11356034,32695,1.6463
11360030,33688,1.6964
11364030,33080,1.6657
11368035,31863,1.6045
11372034,31255,1.5738
11376034,32503,1.6367
11380035,34120,1.7181
11384032,33544,1.6891
11388034,32471,1.6351
11392034,32375,1.6302
11396037,33416,1.6827
11400030,34744,1.7495
11404032,34008,1.7125
11408033,32920,1.6577
11412035,32984,1.6609
11416038,34488,1.7366
11420035,35688,1.7971
11424036,35032,1.7640
11428034,33816,1.7028
11432033,33688,1.6964
11436032,35016,1.7632
11440031,35784,1.8019
11444034,34552,1.7399
11448036,32711,1.6472
11452036,32007,1.6117
11456030,33192,1.6714
11460035,33672,1.6955
11464034,32856,1.6545
11468033,31239,1.5730
11472030,30855,1.5537
11476035,32071,1.6149
11480037,33336,1.6786
11484032,32695,1.6463
11488033,31255,1.5738
11492035,31063,1.5642
11496036,32455,1.6343
11500031,33560,1.6899
11504030,32872,1.6553
11508034,31255,1.5738
11512031,30743,1.5481
11516033,32151,1.6190
11520030,33336,1.6786
11524032,32359,1.6294
11528029,30887,1.5553
11532036,30951,1.5585
11536038,32151,1.6190
11540036,32487,1.6359
11544031,31143,1.5682
11548036,29079,1.4643
11552035,29095,1.4651
11556031,31079,1.5650
11560035,33064,1.6649
11564037,34008,1.7125
11568030,35240,1.7745
11572031,37561,1.8914
11576034,41338,2.0816
11580037,44858,2.2588
11584032,44090,2.2201
11588035,40793,2.0541
11592029,37561,1.8914
11596034,35480,1.7866
11600032,34136,1.7189
11604031,32279,1.6254
11608035,29591,1.4900
11612033,29223,1.4715
11616030,30919,1.5569
11620035,32247,1.6238
11624037,31719,1.5972
11628037,30295,1.5255
11632036,29735,1.4973
11636034,31191,1.5706
11640033,32087,1.6157
11644034,31415,1.5819
11648034,30263,1.5239
11652030,30151,1.5182
11656035,31159,1.5690
11660032,32215,1.6222
11664032,31687,1.5956
11668037,30599,1.5408
11672031,30199,1.5207
11676034,31543,1.5883
11680034,32583,1.6407
11684033,31895,1.6061
11688034,30631,1.5424
11692037,30471,1.5344
11696032,31991,1.6109
11700035,32824,1.6528
11704032,31943,1.6085
11708036,30807,1.5513
11712036,30679,1.5448
11716036,32503,1.6367
11720030,33528,1.6883
11724035,32583,1.6407
11728036,31271,1.5746
11732034,31239,1.5730
11736032,32824,1.6528
11740036,34104,1.7173
11744032,33208,1.6722
11748032,31847,1.6036
11752032,31591,1.5908
11756036,33128,1.6682
11760033,34536,1.7391
11764035,33752,1.6996
11768033,32808,1.6520
11772033,32840,1.6537
11776036,34296,1.7270
11780031,35480,1.7866
11784034,34776,1.7511
11788033,33480,1.6859
11792036,33448,1.6843
11796030,34824,1.7536
11800036,35864,1.8059
11804031,35256,1.7753
11808037,33960,1.7100
11812035,33720,1.6980
11816032,35016,1.7632
11820033,36120,1.8188
11824031,35176,1.7713
11828035,33704,1.6972
11832034,33064,1.6649
11836035,34072,1.7157
11840036,34552,1.7399
11844036,33832,1.7036
11848031,32119,1.6173
11852033,31447,1.5835
11856036,32840,1.6537
11860031,33432,1.6835
11864034,32663,1.6447
11868030,31223,1.5722
11872030,30983,1.5601
11876031,32231,1.6230
11880036,32984,1.6609
11884033,32343,1.6286
11888035,31143,1.5682
11892037,30727,1.5473
11896034,31991,1.6109
11900034,32984,1.6609
11904032,32215,1.6222
11908037,30919,1.5569
11912033,30615,1.5416
11916033,31863,1.6045
11920035,33048,1.6641
11924034,32311,1.6270
11928031,31399,1.5811
11932036,31015,1.5618
11936035,32840,1.6537
11940036,33848,1.7044
11944034,33352,1.6794
11948037,32231,1.6230
11952033,32343,1.6286
11956035,34056,1.7149
11960031,36200,1.8228
11964035,37209,1.8737
11968032,38137,1.9204
11972034,40617,2.0453
11976037,45259,2.2790
11980036,50028,2.5191
11984030,53020,2.6698
11988032,53885,2.7134
11992035,55101,2.7746
11996035,57245,2.8826
12000036,58542,2.9479
12004037,57950,2.9181
12008034,57422,2.8915
12012029,58574,2.9495
12016031,60334,3.0381
12020034,59822,3.0123
12024034,56829,2.8616
12028032,53132,2.6754
12032031,50588,2.5473
12036032,49324,2.4837
12040031,47819,2.4079
12044034,44410,2.2363
12048034,39961,2.0122
12052036,35960,1.8108
12056034,33080,1.6657
12060034,30167,1.5191
12064031,26102,1.3144
12068038,22501,1.1330
12072034,21605,1.0879
12076030,22549,1.1354
12080031,23653,1.1910
12084031,23029,1.1596
12088030,21653,1.0903
12092035,20917,1.0533
12096032,22309,1.1234
12100032,23253,1.1709
12104030,22453,1.1306
12108033,20853,1.0500
12112036,20933,1.0541
12116034,22245,1.1201
12120037,23109,1.1636
12124030,22197,1.1177
12128032,20709,1.0428
12132032,20356,1.0250
12136029,21813,1.0984
12140035,22533,1.1346
12144031,22037,1.1097
12148032,20340,1.0242
12152032,19924,1.0033
12156032,21237,1.0694
12160030,21781,1.0968
12164030,21045,1.0597
12168038,19348,0.9743
12172036,18964,0.9549
12176031,20100,1.0121
12180036,20869,1.0509
12184034,20052,1.0097
12188031,18468,0.9300
12192036,18132,0.9130
12196031,19620,0.9880
12200035,20581,1.0364
12204035,19812,0.9976
12208032,18644,0.9388
12212032,18516,0.9324
12216033,19956,1.0049
12220034,21253,1.0702
12224035,20709,1.0428
12228030,19956,1.0049
12232037,20420,1.0282
12236035,22661,1.1411
12240034,24421,1.2297
12244031,24053,1.2112
12248033,23717,1.1943
12252031,24165,1.2168
12256034,26470,1.3329
12260036,28390,1.4296
12264035,28486,1.4344
12268033,27686,1.3941
12272038,28214,1.4207
12276033,30439,1.5327
12280032,32087,1.6157
12284034,32023,1.6125
12288035,31239,1.5730
12292036,31495,1.5859
12296034,33416,1.6827
12300034,35032,1.7640
12304029,34088,1.7165
12308031,32647,1.6439
12312030,32375,1.6302
12316036,34104,1.7173
12320031,35624,1.7938
12324030,35416,1.7834
12328036,34424,1.7334
12332033,34008,1.7125
12336032,35464,1.7858
12340037,36873,1.8567
12344032,36184,1.8220
12348030,34824,1.7536
12352033,34600,1.7423
12356033,35400,1.7826
12360031,35768,1.8011
12364038,34296,1.7270
12368029,32776,1.6504
12372033,32423,1.6327
12376031,33608,1.6923
12380035,34344,1.7294
12384033,33672,1.6955
12388032,32455,1.6343
12392031,31895,1.6061
12396030,33432,1.6835
12400033,34072,1.7157
12404032,33480,1.6859
12408031,32055,1.6141
12412036,31687,1.5956
12416031,33192,1.6714
12420035,34104,1.7173
12424038,33448,1.6843
12428033,31975,1.6101
12432032,31655,1.5940
12436030,33144,1.6690
12440030,34056,1.7149
12444030,33432,1.6835
12448037,31799,1.6012
12452029,31831,1.6028
12456034,33048,1.6641
12460036,33672,1.6955
12464030,32824,1.6528
12468031,31463,1.5843
12472034,31271,1.5746
12476032,32904,1.6569
12480030,34216,1.7229
12484036,33160,1.6698
12488035,31927,1.6077
12492037,31815,1.6020
12496034,33576,1.6907
12500034,34216,1.7229
12504035,33528,1.6883
12508030,32055,1.6141
12512034,31927,1.6077
12516032,33496,1.6867
12520031,34280,1.7262
12524031,33400,1.6818
12528036,32359,1.6294
12532034,32247,1.6238
12536029,33656,1.6947
12542067,34024,1.7133
12544036,33416,1.6827
12548029,32295,1.6262
12552033,32439,1.6335
12556034,33592,1.6915
12560029,34472,1.7358
12564032,33848,1.7044
12568029,32407,1.6318
12572033,32231,1.6230
12576035,33896,1.7068
12580038,34568,1.7407
12584031,33928,1.7084
12588033,32087,1.6157
12592031,31927,1.6077
12596034,33576,1.6907
12600034,34648,1.7447
12604030,34104,1.7173
12608031,32567,1.6399
12612031,32247,1.6238
12616030,33448,1.6843
12620030,34024,1.7133
12624035,32727,1.6480
12628031,30743,1.5481
12632036,30967,1.5593
12636035,32936,1.6585
12640031,34920,1.7584
12644036,36440,1.8349
12648035,37753,1.9010
12652034,40041,2.0163
12656031,43882,2.2097
12660032,45995,2.3161
12664032,44442,2.2379
12668029,40409,2.0348
12672034,37065,1.8664
12676030,35384,1.7818
12680035,34120,1.7181
12684036,32135,1.6182
12688032,29831,1.5021
12692031,30343,1.5279
12696034,32535,1.6383
12700035,34040,1.7141
12704035,33208,1.6722
12708032,31703,1.5964
12712034,31527,1.5875
12716035,32968,1.6601
12720037,33928,1.7084
12724032,33112,1.6673
12728037,31895,1.6061
12732031,31607,1.5916
12736034,33208,1.6722
12740036,34056,1.7149
12744034,33464,1.6851
12748035,31831,1.6028
12752034,31847,1.6036
12756034,33592,1.6915
12760036,34296,1.7270
12764033,33224,1.6730
12768033,31895,1.6061
12772031,31767,1.5996
12776034,33400,1.6818
12780036,34296,1.7270
12784033,33400,1.6818
12788033,32279,1.6254
12792028,31735,1.5980
12796033,33272,1.6754
12800030,34168,1.7205
12804030,33512,1.6875
12808031,32247,1.6238
12812033,32215,1.6222
12816031,33848,1.7044
12820037,34744,1.7495
12824034,34088,1.7165
12828039,33128,1.6682
12832032,33064,1.6649
12836034,34280,1.7262
12840036,35208,1.7729
12844035,34648,1.7447
12848036,33480,1.6859
12852031,33560,1.6899
12856029,35400,1.7826
12860032,36344,1.8301
12864034,35464,1.7858
12868037,34312,1.7278
12872035,34232,1.7237
12876034,35496,1.7874
12880036,36392,1.8325
12884029,35912,1.8083
12888036,34520,1.7382
12892030,34136,1.7189
12896032,35400,1.7826
12900030,36184,1.8220
12904031,35048,1.7648
12908035,33208,1.6722
12912034,32968,1.6601
12916032,34248,1.7246
12920036,34872,1.7560
12924030,33752,1.6996
12928034,32311,1.6270
12932034,32039,1.6133
12936034,33672,1.6955
12940033,34328,1.7286
12944036,33384,1.6810
12948037,31927,1.6077
12952031,31543,1.5883
12956037,32695,1.6463
12960034,33560,1.6899
12964034,32904,1.6569
12968038,31847,1.6036
12972035,31431,1.5827
12976034,32920,1.6577
12980030,33544,1.6891
12984037,32647,1.6439
12988032,31351,1.5787
12992033,31207,1.5714
12996035,32583,1.6407
13000029,33416,1.6827
13004036,32567,1.6399
13008034,31191,1.5706
13012033,31127,1.5674
13016037,32792,1.6512
13020036,33496,1.6867
13024034,32551,1.6391
13028035,31415,1.5819
13032030,31287,1.5754
13036035,32872,1.6553
13040030,33720,1.6980
13044029,32599,1.6415
13048029,31351,1.5787
13052036,31271,1.5746
13056036,32792,1.6512
13060031,33496,1.6867
13064030,32487,1.6359
13068036,31367,1.5795
13072034,31111,1.5666
13076034,32503,1.6367
13080034,33336,1.6786
13084037,32311,1.6270
13088035,30951,1.5585
13092030,30903,1.5561
13096033,32359,1.6294
13100035,33400,1.6818
13104035,32631,1.6431
13108037,31079,1.5650
13112035,30871,1.5545
13116031,32279,1.6254
13120033,33048,1.6641
13124033,32279,1.6254
13128035,30887,1.5553
13132030,30727,1.5473
13136036,32199,1.6214
13140038,33096,1.6665
13144036,32215,1.6222
13148030,30967,1.5593
13152037,30983,1.5601
13156032,32311,1.6270
13160033,33320,1.6778
13164036,32215,1.6222
13168035,31079,1.5650
13172031,31159,1.5690
13176029,32840,1.6537
13180033,33496,1.6867
13184036,32311,1.6270
13188035,30951,1.5585
13192033,31223,1.5722
13196036,32215,1.6222
13200031,33096,1.6665
13204030,32311,1.6270
13208031,31255,1.5738
13212030,31287,1.5754
13216035,33288,1.6762
13220031,34216,1.7229
13224031,33448,1.6843
13228032,32039,1.6133
13232036,31879,1.6053
13236031,33176,1.6706
13240036,34200,1.7221
13244036,33832,1.7036
13248031,33048,1.6641
13252034,33288,1.6762
13256030,35064,1.7656
13260032,35576,1.7914
13264034,34904,1.7576
13268034,33592,1.6915
13272030,33608,1.6923
13276034,34968,1.7608
13280036,35128,1.7689
13284036,33336,1.6786
13288029,31783,1.6004
13292035,31367,1.5795
13296032,32631,1.6431
13300032,33256,1.6746
13304030,32263,1.6246
13308035,30935,1.5577
13312035,31143,1.5682
13316034,32423,1.6327
13320031,33288,1.6762
13324032,32583,1.6407
13328035,31031,1.5626
13332037,30935,1.5577
13336029,32103,1.6165
13340031,32968,1.6601
13344030,32023,1.6125
13348032,30439,1.5327
13352035,30439,1.5327
13356036,31895,1.6061
13360034,32727,1.6480
13364036,31991,1.6109
13368035,30871,1.5545
13372032,30663,1.5440
13376035,32135,1.6182
13380033,32583,1.6407
13384037,31287,1.5754
13388036,29575,1.4892
13392031,28967,1.4586
13396032,30487,1.5352
13400036,31959,1.6093
13404035,31847,1.6036
13408038,31911,1.6069
13412032,34392,1.7318
13416034,38585,1.9429
13420033,41962,2.1130
13424032,43098,2.1702
13428036,41754,2.1025
13432037,39913,2.0098
13436032,38729,1.9502
13440038,36840,1.8551
13444032,33240,1.6738
13448033,30487,1.5352
13452037,29895,1.5054
13456031,30791,1.5505
13460030,31831,1.6028
13464030,31367,1.5795
13468034,30375,1.5295
13472031,30759,1.5489
13476033,32311,1.6270
13480035,32840,1.6537
13484031,31911,1.6069
13488031,30359,1.5287
13492030,30407,1.5311
13496034,32087,1.6157
13500032,32824,1.6528
13504033,32103,1.6165
13508030,30535,1.5376
13512036,30583,1.5400
13516031,32199,1.6214
13520036,33016,1.6625
13524033,32071,1.6149
13528031,30839,1.5529
13532033,30647,1.5432
13536031,32279,1.6254
13540034,33224,1.6730
13544034,31959,1.6093
13548033,31047,1.5634
13552036,31111,1.5666
13556036,32679,1.6455
13560036,33496,1.6867
13564034,32247,1.6238
13568029,31111,1.5666
13572033,31239,1.5730
13576032,32679,1.6455
13580034,33608,1.6923
13584032,32727,1.6480
13588037,31591,1.5908
13592032,31879,1.6053
13596032,33560,1.6899
13600031,34392,1.7318
13604030,33512,1.6875
13608037,32423,1.6327
13612037,32583,1.6407
13616034,34328,1.7286
13620034,35016,1.7632
13624031,34184,1.7213
13628029,33192,1.6714
13632033,33192,1.6714
13636032,34696,1.7471
13640029,35864,1.8059
13644035,34952,1.7600
13648031,33992,1.7117
13652032,33688,1.6964
13656033,35016,1.7632
13660031,35576,1.7914
13664033,34408,1.7326
13668033,32952,1.6593
13672034,32727,1.6480
13676034,33960,1.7100
13680035,34520,1.7382
13684034,33528,1.6883
13688033,31719,1.5972
13692035,31735,1.5980
13696032,33192,1.6714
13700033,33784,1.7012
13704032,32679,1.6455
13708033,31175,1.5698
13712036,31207,1.5714
13716033,32856,1.6545
13720033,33288,1.6762
13724031,32295,1.6262
13728030,31063,1.5642
13732033,30855,1.5537
13736034,32439,1.6335
13740034,33160,1.6698
13744037,31719,1.5972
13748034,30503,1.5360
13752038,30535,1.5376
13756035,32199,1.6214
13760032,33016,1.6625
13764031,31991,1.6109
13768033,30535,1.5376
13772032,30551,1.5384
13776031,32263,1.6246
13780035,33256,1.6746
13784036,32039,1.6133
13788033,31191,1.5706
13792035,31047,1.5634
13796037,32471,1.6351
13800030,33352,1.6794
13804030,32519,1.6375
13808032,31543,1.5883
13812033,31847,1.6036
13816033,33576,1.6907
13820037,34312,1.7278
13824031,33640,1.6939
13828033,33112,1.6673
13832034,34104,1.7173
13836038,37129,1.8696
13840032,40185,2.0235
13844035,42202,2.1251
13848030,43994,2.2153
13852031,47787,2.4063
13856034,52460,2.6416
13860031,54941,2.7665
13864036,55325,2.7859
13868033,54029,2.7206
13872032,54333,2.7359
13876032,55613,2.8004
13880034,57518,2.8963
13884037,58094,2.9253
13888033,57710,2.9060
13892031,56909,2.8656
13896033,56109,2.8254
13900032,54877,2.7633
13904030,51724,2.6046
13908032,48059,2.4200
13912031,45563,2.2943
13916035,44538,2.2427
13920032,42314,2.1307
13924037,37529,1.8898
13928033,31927,1.6077
13932034,27798,1.3998
13936032,26086,1.3136
13940030,24886,1.2531
13944034,23045,1.1604
13948035,21493,1.0823
13952029,21509,1.0831
13956035,22805,1.1483
13960036,23349,1.1757
13964032,22405,1.1282
13968034,20789,1.0468
13972033,20757,1.0452
13976036,22613,1.1387
13980032,23141,1.1653
13984032,21893,1.1024
13988031,20565,1.0355
13992034,20581,1.0364
13996032,22133,1.1145
14000036,22693,1.1427
14004031,21637,1.0895
14008033,20276,1.0210
14012037,20244,1.0194
14016037,21765,1.0960
14020030,22165,1.1161
14024031,20805,1.0476
14028031,19188,0.9662
14032035,19172,0.9654
14036030,20757,1.0452
14040035,21365,1.0758
