# t_us_pico,raw,volt
4724038,45675,2.3000
4728034,42426,2.1364
4732030,37513,1.8890
4736031,34344,1.7294
4740037,33624,1.6931
4744032,32487,1.6359
4748033,30551,1.5384
4752034,29271,1.4739
4756036,30279,1.5247
4760035,32023,1.6125
4764034,32439,1.6335
4768031,31223,1.5722
4772034,29799,1.5005
4776034,30055,1.5134
4780031,31575,1.5900
4784036,32055,1.6141
4788032,30855,1.5537
4792033,29703,1.4957
4796031,30055,1.5134
4800037,31639,1.5932
4804031,32295,1.6262
4808037,31063,1.5642
4812031,30215,1.5215
4816030,30551,1.5384
4820034,31847,1.6036
4824029,32247,1.6238
4828036,31095,1.5658
4832029,30151,1.5182
4836031,30583,1.5400
4840031,32231,1.6230
4844037,32856,1.6545
4848037,31879,1.6053
4852033,30263,1.5239
4856035,30727,1.5473
4860034,32311,1.6270
4864035,32743,1.6488
4868035,31927,1.6077
4872036,30727,1.5473
4876036,31479,1.5851
4880032,33128,1.6682
4884030,33384,1.6810
4888030,32263,1.6246
4892037,31527,1.5875
4896037,31767,1.5996
4900037,33800,1.7020
4904031,34328,1.7286
4908032,33464,1.6851
4912032,32503,1.6367
4916032,32727,1.6480
4920036,34520,1.7382
4924033,34888,1.7568
4928031,33832,1.7036
4932034,33048,1.6641
4936035,33560,1.6899
4940033,34968,1.7608
4944030,35416,1.7834
4948034,34296,1.7270
4952035,33240,1.6738
4956037,33704,1.6972
4960032,35240,1.7745
4964032,35768,1.8011
4968033,34408,1.7326
4972033,33064,1.6649
4976036,33240,1.6738
4980034,34728,1.7487
4984029,34792,1.7519
4988032,33080,1.6657
4992037,31815,1.6020
4996030,32071,1.6149
5000037,33240,1.6738
5004034,33512,1.6875
5008034,31943,1.6085
5012030,30743,1.5481
5016031,30967,1.5593
5020032,32840,1.6537
5024030,33192,1.6714
5028033,32167,1.6198
5032034,30983,1.5601
5036031,31207,1.5714
5040034,32647,1.6439
5044034,32984,1.6609
5048033,31799,1.6012
5052036,30727,1.5473
5056036,31223,1.5722
5060033,32968,1.6601
5064036,33288,1.6762
5068029,32087,1.6157
5072029,30807,1.5513
5076035,31591,1.5908
5080035,33224,1.6730
5084038,33256,1.6746
5088035,31927,1.6077
5092035,30759,1.5489
5096032,31191,1.5706
5100035,32936,1.6585
5104030,33240,1.6738
5108030,31863,1.6045
5112031,30855,1.5537
5116031,31495,1.5859
5120031,33112,1.6673
5124033,32936,1.6585
5128032,31847,1.6036
5132031,30791,1.5505
5136035,31207,1.5714
5140035,32695,1.6463
5144034,33096,1.6665
5148038,31959,1.6093
5152032,30823,1.5521
5156032,31303,1.5763
5160036,32872,1.6553
5164031,33176,1.6706
5168035,31879,1.6053
5172035,30871,1.5545
5176029,31207,1.5714
5180034,32920,1.6577
5184029,33416,1.6827
5188029,32247,1.6238
5192035,30967,1.5593
5196034,31527,1.5875
5200035,32711,1.6472
5204032,33080,1.6657
5208034,31783,1.6004
5212034,30647,1.5432
5216033,31111,1.5666
5220037,32711,1.6472
5224035,33032,1.6633
5228036,32151,1.6190
5232034,30791,1.5505
5236037,31111,1.5666
5240028,32647,1.6439
5244033,33112,1.6673
5248032,31607,1.5916
5252030,31079,1.5650
5256033,31431,1.5827
5260033,32968,1.6601
5264032,33544,1.6891
5268033,32487,1.6359
5272032,31271,1.5746
5276035,31687,1.5956
5280031,33432,1.6835
5284034,33544,1.6891
5288030,32407,1.6318
5292035,31287,1.5754
5296031,31447,1.5835
5300035,33176,1.6706
5304031,33384,1.6810
5308035,32103,1.6165
5312033,30887,1.5553
5316032,31319,1.5771
5320037,32840,1.6537
5324037,32984,1.6609
5328035,31847,1.6036
5332036,30855,1.5537
5336034,31367,1.5795
5340031,32936,1.6585
5344032,33192,1.6714
5348035,31847,1.6036
5352030,30823,1.5521
5356035,31495,1.5859
5360035,33336,1.6786
5364033,33896,1.7068
5368033,32952,1.6593
5372035,31735,1.5980
5376033,32359,1.6294
5380032,33752,1.6996
5384033,33992,1.7117
5388034,33096,1.6665
5392034,32311,1.6270
5396033,33080,1.6657
5400031,34792,1.7519
5404031,35112,1.7681
5408032,33944,1.7092
5412033,33096,1.6665
5416032,33752,1.6996
5420036,35048,1.7648
5424038,35160,1.7705
5428029,33432,1.6835
5432035,32007,1.6117
5436034,31511,1.5867
5440036,33048,1.6641
5444031,33016,1.6625
5448034,31559,1.5891
5452029,30791,1.5505
5456033,31287,1.5754
5460032,32776,1.6504
5464030,32792,1.6512
5468035,31575,1.5900
5472031,30551,1.5384
5476032,31127,1.5674
5480034,32119,1.6173
5484035,32599,1.6415
5488032,31127,1.5674
5492036,30343,1.5279
5496035,30679,1.5448
5500033,32279,1.6254
5504032,32311,1.6270
5508036,31031,1.5626
5512031,29927,1.5070
5516033,30391,1.5303
5520032,31527,1.5875
5524036,31159,1.5690
5528035,29319,1.4764
5532030,28102,1.4151
5536032,29351,1.4780
5540032,31527,1.5875
5544030,33144,1.6690
5548030,34136,1.7189
5552030,36024,1.8140
5556034,39081,1.9679
5560029,43162,2.1734
5564030,44778,2.2548
5568035,41946,2.1122
5572035,38441,1.9357
5576036,35992,1.8124
5580031,34632,1.7439
5584032,33272,1.6754
5588035,30759,1.5489
5592031,29095,1.4651
5596035,29463,1.4836
5600034,31175,1.5698
5604036,31671,1.5948
5608034,30695,1.5456
5612033,29671,1.4941
5616035,30103,1.5158
5620034,31815,1.6020
5624032,31831,1.6028
5628030,30775,1.5497
5632031,29719,1.4965
5636032,30407,1.5311
5640033,32183,1.6206
5644034,32455,1.6343
5648033,31095,1.5658
5652030,30215,1.5215
5656032,31047,1.5634
5660035,32455,1.6343
5664037,32455,1.6343
5668033,31255,1.5738
5672030,30487,1.5352
5676036,30919,1.5569
5680035,32727,1.6480
5684034,32776,1.6504
5688032,31463,1.5843
5692035,30567,1.5392
5696030,31639,1.5932
5700033,32872,1.6553
5704031,33192,1.6714
5708033,32199,1.6214
5712035,30983,1.5601
5716034,31575,1.5900
5720031,33304,1.6770
5724035,33544,1.6891
5728032,32471,1.6351
5732032,31623,1.5924
5736037,32423,1.6327
5740031,34360,1.7302
5744035,34552,1.7399
5748032,33288,1.6762
5752030,32455,1.6343
5756030,33080,1.6657
5760034,34888,1.7568
5764035,34984,1.7616
5768037,33864,1.7052
5772036,32984,1.6609
5776031,33720,1.6980
5780031,35208,1.7729
5784031,35432,1.7842
5788030,34280,1.7262
5792031,33240,1.6738
5796033,34008,1.7125
5800033,35192,1.7721
5804030,35384,1.7818
5808035,33768,1.7004
5812036,32439,1.6335
5816036,33048,1.6641
5820036,34360,1.7302
5824030,34088,1.7165
5828029,32551,1.6391
5832031,31527,1.5875
5836032,32183,1.6206
5840037,33592,1.6915
5844036,33304,1.6770
5848035,32071,1.6149
5852033,30791,1.5505
5856036,31527,1.5875
5860035,33096,1.6665
5864036,33576,1.6907
5868034,32167,1.6198
5872029,30791,1.5505
5876033,31191,1.5706
5880034,32888,1.6561
5884032,32936,1.6585
5888035,31703,1.5964
5892032,30695,1.5456
5896035,31607,1.5916
5900033,32743,1.6488
5904033,33064,1.6649
5908036,31943,1.6085
5912031,31255,1.5738
5916036,31559,1.5891
5920037,33352,1.6794
5924030,33752,1.6996
5928034,32535,1.6383
5932032,31799,1.6012
5936030,32247,1.6238
5940033,34072,1.7157
5944034,34792,1.7519
5948034,33912,1.7076
5952031,34152,1.7197
5956033,36504,1.8382
5960035,40233,2.0259
5964032,43386,2.1847
5968034,45547,2.2935
5972036,48235,2.4289
5976036,52044,2.6207
5980035,55565,2.7980
5984037,57325,2.8866
5988035,57005,2.8705
5992033,56077,2.8237
5996035,56477,2.8439
6000033,58958,2.9688
6004034,60446,3.0437
6008035,59582,3.0002
6012033,57037,2.8721
6016028,55213,2.7802
6020035,54765,2.7577
6024033,52380,2.6376
6028034,48843,2.4595
6032031,45163,2.2742
6036033,43242,2.1774
6040036,41594,2.0945
6044033,38185,1.9228
6048033,32167,1.6198
6052032,27110,1.3651
6056032,24646,1.2410
6060033,24277,1.2225
6064034,23621,1.1894
6068032,22277,1.1218
6072036,21285,1.0718
6076031,21909,1.1032
6080031,23173,1.1669
6084032,23125,1.1645
6088035,21573,1.0863
6092030,20549,1.0347
6096033,21477,1.0815
6100029,22661,1.1411
6104031,22789,1.1475
6108032,21397,1.0774
6112033,20356,1.0250
6116035,20901,1.0525
6120031,22693,1.1427
6124033,22453,1.1306
6128034,20949,1.0549
6132033,19988,1.0065
6136036,20372,1.0258
6140033,21845,1.1000
6144034,21845,1.1000
6148033,20324,1.0234
6152030,19108,0.9622
6156034,19476,0.9807
6160036,20821,1.0484
6164037,21269,1.0710
6168034,19332,0.9735
6172035,18148,0.9138
6176030,18948,0.9541
6180031,20164,1.0154
6184034,20308,1.0226
6188034,19108,0.9622
6192032,17844,0.8985
6196033,18580,0.9356
6200031,19956,1.0049
6204033,20420,1.0282
6208033,19284,0.9710
6212029,18628,0.9380
6216033,19540,0.9839
6220035,21685,1.0919
6224031,22693,1.1427
6228036,22661,1.1411
6232031,22549,1.1354
6236032,23829,1.1999
6240036,26294,1.3240
6244035,27174,1.3683
6248029,26934,1.3563
6252035,27190,1.3691
6256035,29127,1.4667
6260033,31991,1.6109
6264033,32679,1.6455
6268032,32039,1.6133
6272033,31495,1.5859
6276030,33224,1.6730
6280034,35144,1.7697
6284030,35720,1.7987
6288037,33944,1.7092
6292029,32824,1.6528
6296031,33112,1.6673
6300032,34232,1.7237
6304035,33928,1.7084
6308033,32471,1.6351
6312033,31511,1.5867
6316032,32295,1.6262
6320036,33528,1.6883
6324035,33416,1.6827
6328035,32167,1.6198
6332033,31271,1.5746
6336035,31975,1.6101
6340035,33704,1.6972
6344037,33576,1.6907
6348031,32279,1.6254
6352031,31303,1.5763
6356032,31799,1.6012
6360034,33608,1.6923
6364035,33368,1.6802
6368038,32103,1.6165
6372029,31543,1.5883
6376034,31671,1.5948
6380032,33112,1.6673
6384034,33480,1.6859
6388029,32151,1.6190
6392036,31191,1.5706
6396030,32199,1.6214
6400037,33688,1.6964
6404035,33512,1.6875
6408032,32439,1.6335
6412032,31447,1.5835
6416030,31815,1.6020
6420035,33336,1.6786
6424031,33528,1.6883
6428035,32263,1.6246
6432031,31287,1.5754
6436034,32039,1.6133
6440037,33880,1.7060
6444033,34088,1.7165
6448037,32407,1.6318
6452037,31271,1.5746
6456036,31991,1.6109
6460034,33448,1.6843
6464032,33592,1.6915
6468032,32359,1.6294
6472028,31639,1.5932
6476031,32087,1.6157
6480032,33528,1.6883
6484033,33560,1.6899
6488034,32215,1.6222
6492030,31335,1.5779
6496036,32215,1.6222
6500034,34136,1.7189
6504033,34216,1.7229
6508035,32984,1.6609
6512035,32007,1.6117
6516031,32647,1.6439
6520033,34232,1.7237
6524032,34312,1.7278
6528030,33048,1.6641
6532032,32039,1.6133
6536035,32711,1.6472
6540029,34216,1.7229
6544033,34344,1.7294
6548037,33128,1.6682
6552033,32199,1.6214
6556034,32968,1.6601
6560032,34472,1.7358
6564035,34568,1.7407
6568032,33480,1.6859
6572037,32295,1.6262
6576033,32936,1.6585
6580032,34360,1.7302
6584035,34456,1.7350
6588029,33208,1.6722
6592035,32375,1.6302
6596033,33224,1.6730
6600036,34088,1.7165
6604030,33736,1.6988
6608033,31719,1.5972
6612030,30775,1.5497
6616031,32135,1.6182
6620035,34552,1.7399
6624035,36344,1.8301
6628035,37865,1.9067
6632031,39673,1.9977
6636036,42762,2.1533
6640030,46299,2.3314
6644034,45323,2.2822
6648034,41898,2.1098
6652033,37929,1.9099
6656032,35352,1.7801
6660029,34600,1.7423
6664030,33096,1.6665
6668031,30999,1.5609
6672036,30455,1.5336
6676036,31959,1.6093
6680032,33832,1.7036
6684037,34200,1.7221
6688031,33352,1.6794
6692035,32167,1.6198
6696033,32776,1.6504
6700031,34200,1.7221
6704034,34168,1.7205
6708031,32776,1.6504
6712030,31863,1.6045
6716035,32439,1.6335
6720032,33848,1.7044
6724036,33864,1.7052
6728032,32503,1.6367
6732035,31575,1.5900
6736030,32391,1.6310
6740036,33768,1.7004
6744033,33928,1.7084
6748035,32567,1.6399
6752035,31879,1.6053
6756031,32343,1.6286
6760035,33912,1.7076
6764033,33992,1.7117
6768037,32743,1.6488
6772032,31751,1.5988
6776034,32711,1.6472
6780030,34136,1.7189
6784037,34232,1.7237
6788031,32920,1.6577
6792033,32023,1.6125
6796030,32872,1.6553
6800033,34616,1.7431
6804031,34680,1.7463
6808037,33432,1.6835
6812035,32840,1.6537
6816033,33928,1.7084
6820033,35464,1.7858
6824038,35704,1.7979
6828039,34504,1.7374
6832035,33816,1.7028
6836034,34488,1.7366
6840031,36024,1.8140
6844032,36072,1.8164
6848035,34968,1.7608
6852028,34136,1.7189
6856036,34904,1.7576
6860031,36792,1.8527
6864035,36536,1.8398
6868032,35240,1.7745
6872033,33992,1.7117
6876030,34504,1.7374
6880034,35736,1.7995
6884034,35512,1.7882
6888036,34232,1.7237
6892031,32727,1.6480
6896031,33112,1.6673
6900032,34216,1.7229
6904033,34200,1.7221
6908037,32647,1.6439
6912032,31591,1.5908
6916030,32567,1.6399
6920036,33752,1.6996
6924036,33592,1.6915
6928029,32167,1.6198
6932031,31143,1.5682
6936036,31911,1.6069
6940033,33320,1.6778
6944035,33240,1.6738
6948031,31943,1.6085
6952035,31031,1.5626
6956035,32103,1.6165
6960029,33080,1.6657
6964030,33320,1.6778
6968035,31575,1.5900
6972029,30807,1.5513
6976030,31671,1.5948
6980037,33384,1.6810
6984035,33768,1.7004
6988034,32487,1.6359
6992031,31799,1.6012
6996033,32856,1.6545
7000031,34408,1.7326
7004036,34552,1.7399
7008029,34072,1.7157
7012036,34200,1.7221
7016031,36536,1.8398
7020036,40537,2.0412
7024034,43418,2.1863
7028032,45643,2.2983
7032034,48459,2.4401
7036033,52172,2.6271
7040033,55533,2.7964
7044031,56941,2.8673
7048034,56077,2.8237
7052031,55261,2.7827
7056033,56477,2.8439
7060037,59006,2.9712
7064032,59934,3.0180
7068034,58510,2.9463
7072031,55357,2.7875
7076035,54061,2.7222
7080035,53549,2.6964
7084038,51564,2.5965
7088036,47819,2.4079
7092034,44490,2.2403
7096036,42682,2.1492
7100033,41354,2.0824
7104031,37609,1.8938
7108031,32279,1.6254
7112034,27782,1.3990
7116031,25942,1.3063
7120031,25542,1.2862
7124033,25142,1.2660
7128037,24325,1.2249
7132036,23605,1.1886
7136035,24101,1.2136
7140035,25158,1.2668
7144031,25190,1.2684
7148036,23829,1.1999
7152035,22789,1.1475
7156034,23317,1.1741
7160036,24357,1.2265
7164034,23861,1.2015
7168032,21749,1.0952
7172032,20244,1.0194
7176033,20677,1.0412
7180032,21989,1.1073
7184031,21765,1.0960
7188029,20292,1.0218
7192036,19204,0.9670
7196034,20132,1.0137
7200032,21221,1.0686
7204034,21093,1.0621
7208036,19460,0.9799
7212033,18260,0.9195
7216031,18916,0.9525
7220031,20004,1.0073
7224034,20164,1.0154
7228033,18244,0.9187
7232033,17348,0.8736
7236031,18148,0.9138
7240037,19348,0.9743
7244029,19092,0.9614
7248035,17572,0.8848
7252034,16820,0.8470
7256034,17620,0.8873
7260035,19300,0.9718
7264035,19380,0.9759
7268034,18196,0.9163
7272035,17636,0.8881
7276034,18916,0.9525
7280032,21045,1.0597
7284034,21797,1.0976
7288035,21109,1.0629
7292029,21045,1.0597
7296030,22501,1.1330
7300035,24902,1.2539
7304033,25846,1.3015
7308032,25606,1.2894
7312030,25750,1.2966
7316034,27350,1.3772
7320029,29623,1.4917
7324031,30391,1.5303
7328033,29751,1.4981
7332031,29703,1.4957
7336031,30823,1.5521
7340032,32583,1.6407
7344032,33000,1.6617
7348034,32183,1.6206
7352031,31335,1.5779
7356037,32343,1.6286
7360036,34088,1.7165
7364037,34008,1.7125
7368035,32776,1.6504
7372036,31527,1.5875
7376036,32231,1.6230
7380032,33672,1.6955
7384036,33832,1.7036
7388035,32711,1.6472
7392034,31703,1.5964
7396032,32727,1.6480
7400032,34296,1.7270
7404036,34376,1.7310
7408031,33128,1.6682
7412029,32215,1.6222
7416038,32952,1.6593
7420030,34376,1.7310
7424034,34520,1.7382
7428033,33192,1.6714
7432037,32183,1.6206
7436034,32888,1.6561
7440038,34216,1.7229
7444034,34104,1.7173
7448031,33080,1.6657
7452031,32103,1.6165
7456031,32968,1.6601
7460037,34248,1.7246
7464035,33992,1.7117
7468031,32711,1.6472
7472036,32071,1.6149
7476032,32984,1.6609
7480028,34232,1.7237
7484033,34152,1.7197
7488037,33000,1.6617
7492032,32375,1.6302
7496035,32920,1.6577
7500038,34568,1.7407
7504032,34344,1.7294
7508038,33128,1.6682
7512029,32407,1.6318
7516034,33288,1.6762
7520030,34840,1.7544
7524035,34472,1.7358
7528034,33368,1.6802
7532029,32423,1.6327
7536032,33336,1.6786
7540031,34952,1.7600
7544033,34456,1.7350
7548035,32984,1.6609
7552032,32487,1.6359
7556029,33352,1.6794
7560035,34776,1.7511
7564032,34840,1.7544
7568030,33384,1.6810
7572032,32487,1.6359
7576029,33720,1.6980
7580031,34904,1.7576
7584033,34632,1.7439
7588033,33192,1.6714
7592031,32311,1.6270
7596029,33208,1.6722
7600030,35112,1.7681
7604035,34664,1.7455
7608030,33448,1.6843
7612035,32743,1.6488
7616033,33704,1.6972
7620031,35496,1.7874
7624037,35000,1.7624
7628037,33560,1.6899
7632035,32583,1.6407
7636036,33416,1.6827
7640030,34760,1.7503
7644033,34616,1.7431
7648034,33176,1.6706
7652037,32391,1.6310
7656034,33448,1.6843
7660033,35016,1.7632
7664032,35032,1.7640
7668031,33592,1.6915
7672037,32904,1.6569
7676031,33896,1.7068
7680033,35160,1.7705
7684032,35032,1.7640
7688031,33880,1.7060
7692031,32663,1.6447
7696035,33576,1.6907
7700036,35032,1.7640
7704035,34888,1.7568
7708031,33624,1.6931
7712033,33016,1.6625
7716036,33624,1.6931
7720032,34888,1.7568
7724032,34888,1.7568
7728033,33256,1.6746
7732033,32455,1.6343
7736036,33176,1.6706
7740037,34760,1.7503
7744035,34424,1.7334
7748038,33272,1.6754
7752034,32952,1.6593
7756033,33848,1.7044
7760030,35272,1.7761
7764035,34936,1.7592
7768032,33672,1.6955
7772032,32471,1.6351
7776031,33336,1.6786
7780035,34648,1.7447
7784030,34504,1.7374
7788034,33176,1.6706
7792032,32471,1.6351
7796034,33432,1.6835
7800033,34920,1.7584
7804031,34648,1.7447
7808037,33320,1.6778
7812032,32647,1.6439
7816028,33608,1.6923
7820031,34488,1.7366
7824031,34120,1.7181
7828036,32679,1.6455
7832029,32135,1.6182
7836037,33256,1.6746
7840035,34568,1.7407
7844030,34696,1.7471
7848035,33288,1.6762
7852036,32087,1.6157
7856033,32904,1.6569
7860034,34296,1.7270
7864030,34216,1.7229
7868030,32920,1.6577
7872032,32071,1.6149
7876036,32856,1.6545
7880031,34504,1.7374
7884032,34184,1.7213
7888033,32856,1.6545
7892035,32087,1.6157
7896037,33192,1.6714
7900031,34680,1.7463
7904034,34280,1.7262
7908032,33080,1.6657
7912032,31991,1.6109
7916032,33032,1.6633
7920032,34184,1.7213
7924032,34248,1.7246
7928034,32647,1.6439
7932030,31863,1.6045
7936036,32824,1.6528
7940031,34248,1.7246
7944030,34120,1.7181
7948035,32551,1.6391
7952036,31703,1.5964
7956035,32663,1.6447
7960032,34088,1.7165
7964030,34040,1.7141
7968035,32695,1.6463
7972034,31991,1.6109
7976034,33016,1.6625
7980031,34712,1.7479
7984035,34696,1.7471
7988033,33640,1.6939
7992035,32711,1.6472
7996029,33736,1.6988
8000036,35576,1.7914
8004036,35480,1.7866
8008032,34568,1.7407
8012033,33864,1.7052
8016030,34760,1.7503
8020032,36200,1.8228
8024028,36376,1.8317
8028035,35096,1.7673
8032032,33784,1.7012
8036032,34328,1.7286
8040029,35080,1.7664
8044036,34104,1.7173
8048030,32311,1.6270
8052035,31239,1.5730
8056031,31991,1.6109
8060031,33336,1.6786
8064035,33176,1.6706
8068031,31879,1.6053
8072037,30983,1.5601
8076030,31799,1.6012
8080035,33048,1.6641
8084035,32776,1.6504
8088031,31527,1.5875
8092035,31111,1.5666
8096029,31783,1.6004
8100030,33112,1.6673
8104036,32904,1.6569
8108030,31479,1.5851
8112037,30759,1.5489
8116035,31735,1.5980
8120036,32872,1.6553
8124038,32215,1.6222
8128036,30103,1.5158
8132031,28662,1.4433
8136032,29671,1.4941
8140033,32247,1.6238
8144030,32936,1.6585
8148034,33288,1.6762
8152036,35160,1.7705
8156032,38825,1.9550
8160033,42538,2.1420
8164035,44010,2.2161
8168029,42074,2.1186
8172037,39385,1.9832
8176035,37881,1.9075
8180034,36376,1.8317
8184033,33720,1.6980
8188036,31047,1.5634
8192031,29223,1.4715
8196034,29783,1.4997
8200037,31399,1.5811
8204031,32039,1.6133
8208033,30439,1.5327
8212036,29783,1.4997
8216034,30871,1.5545
8220034,32167,1.6198
8224034,32071,1.6149
8228034,30567,1.5392
8232034,29687,1.4949
8236034,30599,1.5408
8240036,32471,1.6351
8244035,31911,1.6069
8248032,30695,1.5456
8252031,29975,1.5094
8256035,30807,1.5513
8260031,32247,1.6238
8264035,32023,1.6125
8268031,30871,1.5545
8272031,30375,1.5295
8276031,31383,1.5803
8280036,32711,1.6472
8284035,32487,1.6359
8288031,31191,1.5706
8292028,30471,1.5344
8296034,31575,1.5900
8300030,32936,1.6585
8304033,33032,1.6633
8308030,31607,1.5916
8312034,30791,1.5505
8316037,31751,1.5988
8320031,33224,1.6730
8324034,33048,1.6641
8328035,31847,1.6036
8332033,31623,1.5924
8336034,32455,1.6343
8340030,33976,1.7109
8344030,33752,1.6996
8348031,32727,1.6480
8352033,31991,1.6109
8356031,33160,1.6698
8360033,34648,1.7447
8364029,34616,1.7431
8368032,33240,1.6738
8372036,32439,1.6335
8376034,33560,1.6899
8380037,35048,1.7648
8384031,34984,1.7616
8388035,33640,1.6939
8392035,33032,1.6633
8396032,33944,1.7092
8400037,35240,1.7745
8404035,35032,1.7640
8408032,33752,1.6996
8412031,33256,1.6746
8416029,34248,1.7246
8420036,35128,1.7689
8424033,34632,1.7439
8428033,33064,1.6649
8432035,32183,1.6206
8436035,32888,1.6561
8440035,33880,1.7060
8444037,33288,1.6762
8448032,31639,1.5932
8452031,31063,1.5642
8456030,32167,1.6198
8460032,33512,1.6875
8464036,32824,1.6528
8468037,31527,1.5875
8472031,30839,1.5529
8476030,31927,1.6077
8480032,33384,1.6810
8484031,32984,1.6609
8488032,31575,1.5900
8492031,30615,1.5416
8496033,31799,1.6012
8500035,32647,1.6439
8504034,32615,1.6423
8508029,31367,1.5795
8512036,30663,1.5440
8516030,31591,1.5908
8520030,32984,1.6609
8524035,32840,1.6537
8528036,31367,1.5795
8532036,30759,1.5489
8536035,31687,1.5956
8540035,32936,1.6585
8544033,32727,1.6480
8548033,31063,1.5642
8552036,30407,1.5311
8556034,31591,1.5908
8560032,33032,1.6633
8564033,32599,1.6415
8568034,31079,1.5650
8572036,30455,1.5336
8576035,31591,1.5908
8580031,33384,1.6810
8584029,32808,1.6520
8588037,31415,1.5819
8592036,30775,1.5497
8596032,31751,1.5988
8600034,33000,1.6617
8604037,32711,1.6472
8608030,31559,1.5891
8612036,30919,1.5569
8616035,32199,1.6214
8620030,33000,1.6617
8624031,32840,1.6537
8628033,31479,1.5851
8632037,30871,1.5545
8636035,31735,1.5980
8640031,32824,1.6528
8644035,32455,1.6343
8648035,31127,1.5674
8652034,30311,1.5263
8656031,31367,1.5795
8660033,32695,1.6463
8664034,32856,1.6545
8668036,31447,1.5835
8672031,30695,1.5456
8676033,31575,1.5900
8680031,32743,1.6488
8684034,32487,1.6359
8688032,31431,1.5827
8692031,30935,1.5577
8696035,32247,1.6238
8700036,33336,1.6786
8704036,33160,1.6698
8708034,31863,1.6045
8712036,30967,1.5593
8716030,31687,1.5956
8720034,32984,1.6609
8724036,32695,1.6463
8728031,31591,1.5908
8732032,30983,1.5601
8736034,32023,1.6125
8740033,33400,1.6818
8744032,33064,1.6649
8748035,31559,1.5891
8752033,30791,1.5505
8756032,31687,1.5956
8760035,33256,1.6746
8764035,32968,1.6601
8768036,31671,1.5948
8772034,31127,1.5674
8776033,32327,1.6278
8780033,33864,1.7052
8784030,33944,1.7092
8788031,32343,1.6286
8792034,31815,1.6020
8796031,33064,1.6649
8800034,34168,1.7205
8804033,34088,1.7165
8808034,33240,1.6738
8812032,32776,1.6504
8816037,34328,1.7286
8820030,35800,1.8027
8824036,35400,1.7826
8828033,34280,1.7262
8832031,33736,1.6988
8836033,34600,1.7423
8840031,35304,1.7777
8844031,34488,1.7366
8848031,32647,1.6439
8852036,31351,1.5787
8856034,32023,1.6125
8860029,32952,1.6593
8864034,32615,1.6423
8868033,31319,1.5771
8872034,30631,1.5424
8876030,31671,1.5948
8880032,32888,1.6561
8884030,32551,1.6391
8888029,31159,1.5690
8892036,30551,1.5384
8896036,31751,1.5988
8900036,33192,1.6714
8904035,32487,1.6359
8908032,31191,1.5706
8912038,30791,1.5505
8916036,31399,1.5811
8920035,32984,1.6609
8924030,32583,1.6407
8928030,31111,1.5666
8932032,30135,1.5174
8936034,31319,1.5771
8940036,32103,1.6165
8944030,30967,1.5593
8948035,29207,1.4707
8952035,28662,1.4433
8956030,30311,1.5263
8960035,32792,1.6512
8964031,34760,1.7503
8968036,36376,1.8317
8972031,37849,1.9059
8976037,41674,2.0985
8980032,44042,2.2177
8984034,42154,2.1227
8988037,38473,1.9373
8992030,36024,1.8140
8996034,34520,1.7382
9000037,33704,1.6972
9004038,31895,1.6061
9008034,29671,1.4941
9012032,28871,1.4538
9016034,30055,1.5134
9020031,32247,1.6238
9024031,32071,1.6149
9028032,30599,1.5408
9032035,29831,1.5021
9036030,30567,1.5392
9040038,31911,1.6069
9044033,31863,1.6045
9048033,30631,1.5424
9052034,29991,1.5102
9056030,31047,1.5634
9060035,32776,1.6504
9064037,32055,1.6141
9068030,30647,1.5432
9072034,30391,1.5303
9076030,31271,1.5746
9080037,32487,1.6359
9084030,32151,1.6190
9088035,30983,1.5601
9092031,30775,1.5497
9096033,31495,1.5859
9100034,32872,1.6553
9104033,32423,1.6327
9108033,31127,1.5674
9112032,30647,1.5432
9116037,31895,1.6061
9120035,33352,1.6794
9124032,33240,1.6738
9128032,31767,1.5996
9132032,31015,1.5618
9136035,32407,1.6318
9140033,33576,1.6907
9144037,33192,1.6714
9148034,32071,1.6149
9152033,31639,1.5932
9156035,32904,1.6569
9160035,34232,1.7237
9164033,34056,1.7149
9168032,32727,1.6480
9172034,32423,1.6327
9176031,33784,1.7012
9180034,35208,1.7729
9184037,34728,1.7487
9188035,33352,1.6794
9192035,32792,1.6512
9196035,33944,1.7092
9200031,35640,1.7946
9204036,35576,1.7914
9208032,33832,1.7036
9212034,33208,1.6722
9216032,34136,1.7189
9220030,35288,1.7769
9224034,34952,1.7600
9228033,33480,1.6859
9232030,32519,1.6375
9236036,33224,1.6730
9240034,34152,1.7197
9244034,33400,1.6818
9248035,31911,1.6069
9252030,31175,1.5698
9256035,32039,1.6133
9260036,33144,1.6690
9264034,32615,1.6423
9268033,31463,1.5843
9272038,30967,1.5593
9276034,31639,1.5932
9280029,33016,1.6625
9284031,32920,1.6577
9288035,31303,1.5763
9292032,30791,1.5505
9296035,32183,1.6206
9300036,33224,1.6730
9304032,32936,1.6585
9308032,31191,1.5706
9312035,31095,1.5658
9316033,31799,1.6012
9320032,33240,1.6738
9324036,32647,1.6439
9328035,31639,1.5932
9332032,30903,1.5561
9336032,31975,1.6101
9340037,33064,1.6649
9344035,32583,1.6407
9348037,31159,1.5690
9352031,30503,1.5360
9356035,31847,1.6036
9360031,33272,1.6754
9364037,33080,1.6657
9368033,31735,1.5980
9372035,31319,1.5771
9376036,32711,1.6472
9380033,33976,1.7109
